Date,tmin (degrees F),tmean (degrees F),tmax (degrees F),vpdmin (hPa),vpdmax (hPa)
2021-02-27,38.4,43.2,48.0,0.64,3.72
2021-02-28,37.3,43.3,49.7,0.37,5.00
2021-03-01,33.7,45.1,56.8,0.25,7.47
2021-03-02,34.8,47.6,60.4,0.31,8.24
2021-03-03,33.0,45.1,56.9,0.30,6.27
2021-03-04,33.5,44.5,55.4,0.09,4.54
2021-03-05,34.6,45.5,56.7,0.14,6.38
2021-03-06,37.9,43.0,48.6,0.39,1.91
2021-03-07,37.6,44.7,52.0,0.31,5.22
2021-03-08,33.7,42.1,50.6,0.35,5.18
2021-03-09,34.0,42.4,50.7,0.31,4.85
2021-03-10,34.0,43.3,53.2,0.32,6.33
2021-03-11,31.9,42.1,52.4,0.24,5.29
2021-03-12,30.7,43.8,56.6,0.25,7.51
2021-03-13,30.9,45.4,59.5,0.27,10.28
2021-03-14,30.8,46.6,62.7,0.28,11.37
2021-03-15,32.3,41.9,50.7,0.45,3.54
2021-03-16,28.4,37.8,47.1,0.28,5.07
2021-03-17,27.5,40.1,52.4,0.26,6.92
2021-03-18,30.5,45.4,60.3,0.29,10.08
2021-03-19,39.7,46.4,53.8,0.58,4.33
2021-03-20,40.4,45.6,51.3,0.68,4.02
2021-03-21,37.3,44.4,51.8,0.34,3.94
2021-03-22,37.8,43.0,48.9,0.36,4.36
2021-03-23,31.5,41.0,50.6,0.30,4.49
2021-03-24,31.5,43.3,55.1,0.27,7.12
2021-03-25,39.5,44.0,49.0,0.52,2.29
2021-03-26,31.2,41.5,51.8,0.31,5.11
2021-03-27,30.5,44.0,57.5,0.27,7.49
2021-03-28,33.6,48.9,64.2,0.30,10.77
2021-03-29,34.4,43.5,53.0,0.36,4.37
2021-03-30,29.2,40.5,51.7,0.29,6.10
2021-03-31,28.7,41.7,54.9,0.26,7.57
2021-04-01,32.6,49.2,65.5,0.48,12.34
2021-04-02,35.5,52.8,70.2,0.60,17.32
2021-04-03,34.9,48.1,61.5,0.55,10.55
2021-04-04,37.3,51.6,65.7,0.54,12.53
2021-04-05,29.9,44.4,58.7,0.63,8.83
2021-04-06,29.2,43.7,58.0,0.51,10.25
2021-04-07,32.0,48.1,64.2,0.43,12.71
2021-04-08,38.3,44.7,52.5,0.52,4.97
2021-04-09,32.2,43.9,55.6,0.49,8.18
2021-04-10,31.2,45.0,58.6,0.49,9.43
2021-04-11,31.6,42.4,51.7,0.63,6.79
2021-04-12,32.1,45.4,57.8,1.31,10.98
2021-04-13,37.7,51.2,64.6,2.84,16.20
2021-04-14,42.5,53.6,63.8,5.58,15.93
2021-04-15,36.9,52.0,66.8,2.25,17.30
2021-04-16,36.0,54.4,73.1,1.48,20.37
2021-04-17,40.7,60.1,78.7,1.99,28.08
2021-04-18,41.1,61.7,81.6,3.23,30.09
2021-04-19,41.1,61.9,82.1,1.74,28.96
2021-04-20,40.1,57.0,73.4,1.30,19.95
2021-04-21,42.4,57.8,72.8,1.22,21.67
2021-04-22,39.3,57.4,74.9,0.88,21.99
2021-04-23,38.1,51.9,65.5,0.74,12.26
2021-04-24,41.2,50.9,60.4,0.88,8.55
2021-04-25,42.8,48.0,53.0,0.63,2.57
2021-04-26,43.1,50.3,57.6,0.57,6.65
2021-04-27,38.0,48.6,59.1,0.55,9.01
2021-04-28,36.5,51.6,66.6,0.44,13.05
2021-04-29,38.9,56.5,74.0,0.61,18.97
2021-04-30,43.4,60.1,76.1,0.83,19.14
2021-05-01,46.1,58.7,71.1,0.54,11.72
2021-05-02,48.4,53.3,57.9,0.80,4.83
2021-05-03,41.3,52.6,64.0,0.64,10.17
2021-05-04,42.3,54.0,65.9,0.60,10.30
2021-05-05,45.6,57.4,69.1,0.68,14.45
2021-05-06,44.0,60.2,76.7,1.25,17.30
2021-05-07,42.8,53.0,62.9,0.72,9.11
2021-05-08,34.9,47.7,60.1,0.50,10.06
2021-05-09,34.7,47.5,60.1,0.50,8.84
2021-05-10,42.1,53.2,64.1,0.67,9.75
2021-05-11,42.4,56.0,69.4,0.60,14.98
2021-05-12,42.6,58.8,74.4,1.03,19.51
2021-05-13,44.0,61.3,78.4,0.95,21.78
2021-05-14,46.4,62.4,78.3,0.94,21.35
2021-05-15,43.0,60.4,78.0,0.91,21.10
2021-05-16,42.3,60.5,78.7,0.70,21.85
2021-05-17,43.9,62.4,80.8,0.74,23.73
2021-05-18,43.4,55.4,67.9,0.78,10.19
2021-05-19,39.9,51.1,62.3,0.71,11.13
2021-05-20,37.4,47.2,56.9,0.64,7.17
2021-05-21,37.2,48.1,59.0,0.52,7.79
2021-05-22,38.7,51.3,63.8,0.61,9.68
2021-05-23,40.9,55.0,69.2,0.49,13.02
2021-05-24,44.2,53.3,63.3,0.71,7.22
2021-05-25,49.9,55.9,61.5,0.62,4.69
2021-05-26,43.9,53.7,62.5,0.57,7.53
2021-05-27,43.5,58.2,73.2,0.55,16.24
2021-05-28,44.9,53.4,61.1,0.72,9.29
2021-05-29,44.7,56.7,68.4,1.01,14.04
2021-05-30,44.1,62.1,79.5,1.21,24.98
2021-05-31,46.8,65.3,83.2,0.92,26.24
2021-06-01,49.4,68.0,86.7,1.73,30.73
2021-06-02,55.2,74.2,93.4,2.21,36.53
2021-06-03,52.3,69.8,87.6,1.83,27.18
2021-06-04,50.0,66.1,82.5,1.32,21.36
2021-06-05,49.2,63.6,77.8,1.38,21.55
2021-06-06,40.3,52.5,64.6,0.76,9.92
2021-06-07,42.4,53.0,63.9,0.74,10.53
2021-06-08,43.5,52.1,61.3,0.74,8.26
2021-06-09,38.9,52.2,65.2,0.60,11.70
2021-06-10,39.2,53.5,67.8,0.61,13.87
2021-06-11,45.4,55.7,66.1,0.97,11.81
2021-06-12,49.0,57.6,66.1,0.86,8.45
2021-06-13,52.8,65.1,77.6,0.99,16.43
2021-06-14,57.7,61.2,64.9,0.73,2.00
2021-06-15,48.7,60.2,71.9,0.70,12.86
2021-06-16,46.7,57.5,68.3,0.78,10.16
2021-06-17,47.6,62.7,77.7,1.12,21.81
2021-06-18,48.0,64.9,82.0,1.08,25.63
2021-06-19,47.6,63.5,79.7,1.10,20.06
2021-06-20,47.7,64.5,81.6,1.07,21.41
2021-06-21,56.7,73.3,89.1,2.05,27.94
2021-06-22,56.2,73.1,90.2,1.47,28.67
2021-06-23,54.4,69.6,85.0,1.49,23.65
2021-06-24,52.1,67.1,82.3,1.26,20.14
2021-06-25,51.1,69.5,88.2,1.03,29.04
2021-06-26,58.5,75.1,91.9,1.85,31.15
2021-06-27,62.7,81.7,100.9,2.22,46.19
2021-06-28,66.3,86.8,107.4,2.73,60.31
2021-06-29,56.9,80.8,104.6,1.72,44.99
2021-06-30,57.1,72.0,87.2,1.63,24.27
2021-07-01,60.2,65.9,71.6,2.31,9.11
2021-07-02,59.6,68.1,76.6,1.92,13.50
2021-07-03,55.9,70.4,85.0,1.40,23.09
2021-07-04,54.5,71.4,88.2,1.25,29.42
2021-07-05,52.2,69.6,86.9,1.21,29.29
2021-07-06,52.3,69.9,87.4,1.28,32.04
2021-07-07,53.5,72.3,91.1,1.66,35.77
2021-07-08,51.5,64.4,77.4,1.60,16.72
2021-07-09,49.3,63.9,78.4,1.02,20.01
2021-07-10,49.6,69.8,90.0,1.08,34.28
2021-07-11,52.1,70.5,88.9,1.26,31.67
2021-07-12,50.7,69.3,87.9,1.37,29.31
2021-07-13,51.5,68.8,86.2,1.30,26.60
2021-07-14,50.7,69.0,87.2,1.25,27.49
2021-07-15,50.0,67.4,84.8,1.19,24.99
2021-07-16,49.5,64.3,79.1,0.98,19.49
2021-07-17,49.0,64.4,79.8,1.13,20.17
2021-07-18,49.5,65.6,81.7,1.12,21.50
2021-07-19,48.7,67.6,86.5,1.34,30.07
2021-07-20,50.9,68.7,86.5,1.62,29.15
2021-07-21,50.7,65.6,80.5,1.38,20.10
2021-07-22,52.0,63.9,75.8,1.85,18.52
2021-07-23,49.6,65.7,81.9,1.82,27.00
2021-07-24,49.4,67.7,86.0,1.53,31.71
2021-07-25,55.8,73.7,91.6,2.54,35.75
2021-07-26,55.0,73.1,91.2,1.72,34.41
2021-07-27,55.9,73.2,90.5,2.40,33.30
2021-07-28,56.0,72.4,88.9,2.29,31.22
2021-07-29,55.4,74.3,93.2,2.58,39.40
2021-07-30,58.5,77.7,97.0,2.84,46.06
2021-07-31,60.9,76.7,92.5,3.23,34.40
2021-08-01,57.2,71.0,84.9,1.81,22.53
2021-08-02,57.2,74.5,91.7,1.63,32.89
2021-08-03,57.4,75.4,93.3,2.37,34.47
2021-08-04,55.2,72.1,88.9,1.77,27.05
2021-08-05,55.2,75.4,95.5,2.58,42.09
2021-08-06,57.4,67.7,78.0,1.56,14.82
2021-08-07,57.5,70.7,84.0,1.59,20.18
2021-08-08,52.5,68.8,85.0,1.39,21.04
2021-08-09,49.3,63.6,78.0,1.37,20.53
2021-08-10,54.6,69.9,85.2,2.45,27.89
2021-08-11,57.7,75.3,92.9,3.04,36.34
2021-08-12,63.7,82.1,100.6,3.68,48.87
2021-08-13,63.7,82.3,100.8,3.00,46.57
2021-08-14,61.8,78.1,94.3,2.91,33.63
2021-08-15,60.0,77.3,94.6,2.54,35.26
2021-08-16,56.2,75.1,94.1,1.81,36.17
2021-08-17,53.5,67.7,82.0,1.61,21.20
2021-08-18,48.7,59.8,70.9,1.04,12.91
2021-08-19,48.2,65.0,81.8,0.85,23.33
2021-08-20,50.4,66.1,81.8,1.13,20.48
2021-08-21,53.8,64.6,75.4,1.31,15.18
2021-08-22,51.7,62.7,73.8,1.37,14.67
2021-08-23,44.9,57.2,69.6,1.20,12.49
2021-08-24,43.6,59.0,74.4,1.17,18.54
2021-08-25,46.0,64.4,82.8,1.12,27.54
2021-08-26,49.3,64.1,79.0,1.09,20.62
2021-08-27,56.4,67.3,78.2,1.55,15.52
2021-08-28,51.6,63.6,75.5,2.31,17.16
2021-08-29,48.9,67.7,86.5,1.57,31.48
2021-08-30,48.7,68.0,87.3,1.59,31.77
2021-08-31,49.6,61.4,73.2,1.70,16.66
2021-09-01,47.6,60.1,72.5,1.88,17.22
2021-09-02,46.1,61.6,77.1,1.81,22.17
2021-09-03,46.0,64.8,83.6,1.37,30.34
2021-09-04,46.6,65.1,83.6,2.07,29.11
2021-09-05,47.0,67.5,88.1,1.49,34.51
2021-09-06,52.8,69.1,85.3,1.35,23.32
2021-09-07,52.4,68.0,83.7,1.56,28.27
2021-09-08,51.2,68.1,85.1,1.33,25.81
2021-09-09,52.6,70.9,89.2,1.91,36.23
2021-09-10,53.1,68.7,84.4,1.57,23.56
2021-09-11,46.3,58.6,71.0,1.16,12.25
2021-09-12,46.4,63.4,80.4,1.08,25.40
2021-09-13,50.1,63.2,76.3,2.06,16.47
2021-09-14,48.8,62.1,75.4,1.80,18.99
2021-09-15,46.2,64.7,83.3,1.20,26.96
2021-09-16,47.0,60.7,74.4,2.53,19.31
2021-09-17,43.2,59.1,74.9,1.79,21.68
2021-09-18,44.4,60.2,76.0,1.17,21.42
2021-09-19,53.0,59.5,66.1,1.09,7.10
2021-09-20,48.2,57.5,66.8,0.78,8.93
2021-09-21,47.2,59.2,71.3,0.81,13.61
2021-09-22,47.5,64.7,81.9,0.87,23.08
2021-09-23,52.7,62.8,72.9,1.47,13.10
2021-09-24,52.5,63.8,75.2,1.51,15.99
2021-09-25,49.3,67.8,86.2,1.00,29.93
2021-09-26,51.8,66.7,81.5,1.06,23.57
2021-09-27,55.6,65.7,75.7,1.58,18.38
2021-09-28,49.6,54.3,58.9,0.81,1.99
2021-09-29,43.5,53.5,63.6,0.70,9.39
2021-09-30,44.0,56.7,69.5,0.70,13.06
2021-10-01,48.3,57.1,65.9,0.22,6.41
2021-10-02,41.8,53.9,66.0,0.11,9.58
2021-10-03,40.6,55.5,70.3,0.09,12.86
2021-10-04,42.2,57.0,71.8,0.22,14.33
2021-10-05,47.6,55.8,63.9,0.17,5.41
2021-10-06,43.3,50.1,56.9,0.07,2.90
2021-10-07,40.2,50.5,60.7,0.08,7.36
2021-10-08,36.2,48.6,61.0,0.08,10.02
2021-10-09,37.9,49.5,61.2,0.10,9.89
2021-10-10,43.0,53.7,64.5,0.21,9.24
2021-10-11,39.0,49.0,59.1,0.03,6.90
2021-10-12,33.7,46.1,58.4,0.07,8.56
2021-10-13,33.4,44.1,54.7,0.06,6.21
2021-10-14,40.2,47.3,54.4,0.03,3.06
2021-10-15,41.5,50.8,60.2,0.02,4.71
2021-10-16,40.1,53.2,66.3,0.02,9.51
2021-10-17,40.3,53.7,67.1,0.05,9.97
2021-10-18,45.6,53.6,61.7,0.13,6.56
2021-10-19,38.4,46.9,55.5,0.02,3.81
2021-10-20,37.8,46.4,55.0,0.00,2.93
2021-10-21,46.0,52.9,59.8,0.08,4.94
2021-10-22,45.0,54.6,64.2,0.10,6.87
2021-10-23,49.9,53.7,57.6,0.20,3.03
2021-10-24,49.1,52.3,55.5,0.10,2.43
2021-10-25,49.0,53.1,57.2,0.06,4.58
2021-10-26,47.6,51.1,54.5,0.21,3.81
2021-10-27,48.8,52.4,56.1,0.10,2.99
2021-10-28,48.4,52.8,57.2,0.14,3.00
2021-10-29,54.7,61.3,67.9,0.35,4.72
2021-10-30,44.9,51.5,58.0,0.40,4.35
2021-10-31,40.8,51.5,62.1,1.13,10.38
2021-11-01,39.9,50.2,60.5,0.63,8.53
2021-11-02,43.1,48.8,54.5,0.00,2.34
2021-11-03,46.7,50.0,53.3,0.03,0.85
2021-11-04,48.3,53.6,58.9,0.10,2.67
2021-11-05,46.9,51.8,56.8,0.21,2.24
2021-11-06,44.2,49.2,54.3,0.33,4.55
2021-11-07,38.9,45.3,51.7,0.17,3.77
2021-11-08,35.8,42.2,48.5,0.01,2.15
2021-11-09,34.4,42.6,50.7,0.01,2.63
2021-11-10,41.3,47.6,54.0,0.12,5.43
2021-11-11,42.2,48.6,55.0,0.05,4.33
2021-11-12,53.8,58.9,64.0,0.13,3.22
2021-11-13,51.3,56.8,62.4,0.08,2.65
2021-11-14,50.9,55.8,60.8,0.15,2.10
2021-11-15,51.2,57.6,63.9,0.31,4.50
2021-11-16,33.9,46.5,59.2,0.05,4.05
2021-11-17,32.4,41.6,50.8,0.06,4.87
2021-11-18,32.9,41.0,49.1,0.13,4.29
2021-11-19,40.2,46.5,52.8,0.11,1.89
2021-11-20,33.6,43.0,52.3,0.02,3.65
2021-11-21,29.4,40.1,50.9,0.04,4.59
2021-11-22,29.8,35.2,40.6,0.01,0.68
2021-11-23,32.1,40.1,48.2,0.02,2.33
2021-11-24,32.4,42.0,51.6,0.00,3.51
2021-11-25,33.2,37.5,41.9,0.04,0.63
2021-11-26,35.4,44.8,54.3,0.02,6.53
2021-11-27,45.8,49.7,53.7,0.11,1.76
2021-11-28,48.6,54.6,60.6,0.01,2.27
2021-11-29,48.2,54.3,60.5,0.09,5.06
2021-11-30,44.5,52.5,60.5,0.02,3.88
2021-12-01,43.5,51.1,58.7,0.07,3.95
2021-12-02,41.5,52.2,62.9,0.01,5.94
2021-12-03,38.4,46.4,54.4,0.40,4.34
2021-12-04,33.1,40.1,47.1,0.04,2.95
2021-12-05,34.2,43.0,51.7,0.00,2.53
2021-12-06,31.9,39.1,46.2,0.11,3.14
2021-12-07,38.4,43.3,48.2,0.03,0.62
2021-12-08,46.5,51.6,56.7,0.08,2.26
2021-12-09,32.5,40.3,48.0,0.04,3.30
2021-12-10,33.4,38.1,42.7,0.00,1.35
2021-12-11,35.6,40.8,45.9,0.01,2.34
2021-12-12,40.0,43.9,47.7,0.03,1.39
2021-12-13,37.0,40.9,44.8,0.03,1.61
2021-12-14,30.8,35.1,39.4,0.03,0.55
2021-12-15,29.2,35.5,41.8,0.01,1.46
2021-12-16,37.1,40.4,43.8,0.16,2.55
2021-12-17,36.2,42.1,48.1,0.00,1.86
2021-12-18,37.7,42.4,47.1,0.06,2.35
2021-12-19,36.5,43.7,50.9,0.11,2.59
2021-12-20,35.7,38.3,40.8,0.01,0.40
2021-12-21,38.6,41.8,45.0,0.11,0.65
2021-12-22,37.1,41.3,45.4,0.12,1.16
2021-12-23,42.2,45.4,48.6,0.08,1.40
2021-12-24,38.3,42.5,46.7,0.15,2.56
2021-12-25,33.4,37.4,41.5,0.01,1.11
2021-12-26,30.7,34.5,38.3,0.09,0.61
2021-12-27,25.2,30.2,35.2,0.01,1.01
2021-12-28,24.4,29.4,34.4,0.04,1.45
2021-12-29,31.3,33.8,36.3,0.11,0.77
2021-12-30,29.7,32.4,35.2,0.09,1.13
2021-12-31,32.5,36.8,41.2,0.06,1.14
